ensembl_id	SRR349741	SRR349742	SRR349743	SRR349744	SRR349745	SRR349746	SRR349747	SRR349748	SRR349749	SRR349750	SRR349751	SRR349752
ENSG00000013374.15	2450	2863	2004	3583	2597	2846	6394	304	672	491	641	438
ENSG00000013375.15	10730	9535	7063	21454	10171	19646	11710	1590	6696	3042	4164	3126
ENSG00000013392.7	152	456	304	984	480	859	342	0	228	152	147	38
ENSG00000013441.15	8673	7480	4978	4495	7408	10820	6344	2313	11102	2387	5346	4330
ENSG00000013503.9	2354	3088	2915	1383	4080	5028	4153	1324	5146	2458	2982	2300
ENSG00000013523.9	1920	4759	4057	2796	1714	2972	5746	570	791	152	380	228
ENSG00000013561.17	1701	1216	1517	2452	1908	1853	2708	377	1024	532	1115	935
ENSG00000013563.13	5316	3251	4879	1140	3076	4229	4530	1077	2906	795	1591	1271
ENSG00000013573.16	618	677	1627	692	1670	1735	2591	0	134	38	76	76
ENSG00000013583.8	3833	4070	6808	3666	6089	6023	5737	1508	3495	1325	3874	2086
ENSG00000013588.6	5574	570	22425	3677	26912	50303	5930	14834	9459	6166	48627	56791
ENSG00000013619.13	151	302	227	338	532	557	449	0	0	0	26	38
ENSG00000013725.14	114	264	0	418	144	66	418	151	418	152	38	35
ENSG00000013810.18	1280	2388	491	2795	1719	6145	4498	568	339	228	299	67
ENSG00000014123.9	5956	4035	4322	5818	4365	9186	5960	1964	5881	2158	4451	2235
ENSG00000014138.8	6584	3940	3013	4715	5327	8117	6681	722	977	456	985	492
ENSG00000014164.6	1578	1850	1756	2145	2395	2164	1910	682	1022	1102	1576	1099
ENSG00000014216.15	39167	26518	14556	43910	20050	69132	42856	36013	82478	41327	75630	62044
ENSG00000014257.15	3737	4674	2806	3887	2615	2378	6040	8952	23590	14073	20324	13988
ENSG00000014641.17	10814	9841	6603	22722	13365	19321	12661	2203	9524	4269	5104	5038
ENSG00000014824.13	6702	11137	4679	6050	6991	11310	9205	1937	6282	2304	4804	3484
ENSG00000014914.19	2422	794	1164	1807	2014	1702	1706	304	797	568	790	225
ENSG00000014919.12	6432	5415	2042	4439	7115	13209	5380	1850	3978	2237	3303	2624
ENSG00000015133.18	1755	3897	2011	3951	1420	3913	3648	606	734	504	833	330
ENSG00000015153.14	3726	3209	3337	3368	2556	4944	8826	739	2774	620	1523	1274
ENSG00000015171.18	4709	6943	5189	6180	7657	7922	4574	1200	3422	1483	2132	1388
ENSG00000015285.10	418	493	304	418	386	190	1934	174	483	114	152	35
ENSG00000015413.9	0	303	76	0	0	228	36	0	0	0	0	0
ENSG00000015475.18	3114	2207	2005	4365	1938	3711	2589	114	76	0	188	227
ENSG00000015479.17	24124	18842	11887	29082	29381	31620	28361	3870	9597	3551	9000	6006
ENSG00000015520.14	38	0	38	38	37	0	0	152	111	0	38	0
ENSG00000015532.9	4194	4885	4499	5255	3665	3396	5053	411	835	341	794	890
ENSG00000015568.12	2799	3258	2672	4011	4344	2875	3654	304	661	375	1101	380
ENSG00000015592.16	0	0	0	38	0	38	0	0	0	0	0	0
ENSG00000015676.17	8380	9738	5415	7074	20135	10544	8875	3775	5418	4350	5842	5469
ENSG00000016082.14	0	0	0	0	76	0	0	0	0	0	0	0
ENSG00000016391.10	114	183	380	333	323	102	210	38	38	65	75	45
ENSG00000016402.13	3123	2242	679	2993	1337	7732	1019	990	2722	1280	1619	1079
ENSG00000016490.15	0	0	0	0	0	0	0	0	38	0	0	0
ENSG00000016602.9	342	782	341	114	24548	9054	38	191727	755246	270560	441597	217487
ENSG00000016864.17	5983	5992	4440	5454	5401	4124	8448	827	1902	1317	1083	983
ENSG00000017260.19	36357	24880	23453	21557	16003	29797	26907	1591	5186	2300	3862	2491
ENSG00000017427.15	644	3038	3222	1463	5175	4789	5034	38	114	190	264	151
ENSG00000017483.14	795	7106	2615	5023	14574	12704	1174	822	1552	1290	1400	909
ENSG00000017797.11	1229	3598	3665	6029	4994	6025	6532	1353	3301	1024	3607	2078
ENSG00000018189.12	1134	3118	1576	2506	2071	2467	1722	667	1854	793	1014	1021
ENSG00000018236.14	11814	18200	10882	15624	8270	30889	4542	634	2160	798	1003	417
ENSG00000018280.16	1101	854	1215	1137	1682	2123	4434	76	0	76	138	76
ENSG00000018408.14	72445	21213	32730	33338	16072	38165	24686	7762	29547	10352	20881	20245
ENSG00000018510.13	11043	8605	5763	14958	11790	14858	16814	899	3141	1401	3137	1440
ENSG00000018607.6	0	45	24	0	0	12	0	0	0	0	0	0
ENSG00000018610.13	2114	1781	1743	1323	7300	2711	4345	228	836	265	674	825
ENSG00000018625.14	0	0	114	0	340	152	76	0	76	0	114	38
ENSG00000018699.11	4377	3532	2152	3350	6038	6040	4620	864	1945	1173	1388	1035
ENSG00000018869.16	0	72	38	57	38	38	0	38	38	38	0	38
ENSG00000019102.11	0	114	304	78	191	682	38	3776	5067	3043	7898	8066
ENSG00000019144.17	1873	7116	4623	4487	4195	4924	4186	304	282	452	342	147
ENSG00000019169.10	38	0	189	75	340	38	2623	159	0	38	114	263
ENSG00000019186.9	1211	1475	31182	493	1010	7441	494	265	836	114	76	76
ENSG00000019485.12	2293	3557	740	3435	6915	2294	1814	269	492	213	496	228
ENSG00000019505.7	0	683	324	38	3052	38	483	0	0	0	38	0
ENSG00000019549.8	18263	22392	12999	17263	16470	23786	16173	759	2648	418	1894	949
ENSG00000019582.14	11382	33709	6923	19005	15359	10953	59919	4158	8129	3965	6516	3277
ENSG00000019991.15	152	1274	826	369	1443	569	2195	38	38	114	152	76
ENSG00000019995.6	6562	7259	4181	5314	6388	11278	5258	2061	7245	2576	5698	5904
ENSG00000020129.15	1329	3299	1781	1923	1848	3762	3474	311	758	491	596	635
ENSG00000020181.17	2579	4524	4001	6324	3946	5308	6439	404	532	494	409	342
ENSG00000020219.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.19	4386	5782	2725	5031	3479	9267	3220	723	1215	300	978	569
ENSG00000020426.10	8146	4549	4933	6209	4141	9634	5221	603	1478	909	1557	646
ENSG00000020577.13	853	2110	1860	1851	2429	4037	1506	114	190	76	301	216
ENSG00000020633.18	645	1743	585	570	1454	626	1901	228	289	152	210	76
ENSG00000020922.12	1822	2022	2995	2460	3720	4800	2117	151	1021	418	531	38
ENSG00000021300.13	188	38	150	138	76	112	190	0	38	0	38	0
ENSG00000021355.12	23979	6314	5937	12523	18670	28345	23801	84169	245325	139827	215061	127702
ENSG00000021461.16	0	0	0	0	0	0	0	0	38	38	0	0
ENSG00000021488.12	76	0	0	0	0	0	0	0	0	0	0	38
ENSG00000021574.11	18967	8891	5175	23642	15746	15619	9552	1630	4677	1924	3615	2528
ENSG00000021645.18	228	153	608	2495	1325	341	114	0	0	0	0	0
ENSG00000021762.19	494	1826	755	759	2224	1278	983	226	263	152	340	132
ENSG00000021776.10	4279	8705	3251	10812	9014	14313	8280	2351	4910	1746	4383	2500
ENSG00000021826.14	0	304	114	106	171	455	38	266	643	184	379	76
ENSG00000021852.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.16	633	4751	5267	9912	18068	14857	2933	335	870	570	915	308
ENSG00000022277.12	4094	3212	3046	3158	3425	4291	6002	796	2203	787	2239	1674
ENSG00000022355.16	0	34	68	0	68	0	0	0	68	0	0	0
ENSG00000022556.15	3812	408	254	263	1082	755	850	1463	6394	3737	1724	446
ENSG00000022567.9	722	718	594	1879	1675	896	1211	228	114	76	261	114
ENSG00000022840.15	3090	5167	4346	6885	5884	8554	11230	4185	7854	3666	11536	10176
ENSG00000022976.15	309	273	202	337	573	890	910	38	74	76	215	106
ENSG00000023041.11	3513	2903	1336	2923	3653	5190	2764	818	1586	701	1341	790
ENSG00000023171.15	152	507	213	255	362	551	785	0	210	0	190	0
ENSG00000023191.16	14501	19633	12773	17383	21445	30136	19953	13665	33084	19544	26836	31980
ENSG00000023228.13	7155	8885	6636	5032	12645	15821	13735	2309	4555	1538	4500	2183
ENSG00000023287.12	14213	18237	21074	30282	19154	26225	22019	4494	18189	4991	11498	8418
ENSG00000023318.7	13731	8763	9875	11257	8845	21193	13419	2576	10136	4275	8788	6097
ENSG00000023330.14	949	798	1327	1785	1771	2349	4314	341	488	298	1239	570
ENSG00000023445.13	1317	2325	793	1032	2907	12787	2335	76	2318	38	982	76
ENSG00000023516.8	9468	11322	10505	11469	19472	13752	10588	2329	6787	4001	6379	2238
ENSG00000023572.8	949	454	532	417	1051	971	619	160	339	569	740	175
ENSG00000023608.4	6575	7907	5604	5385	3107	9118	5455	793	2006	708	832	1332
ENSG00000023697.12	9744	9507	12929	13066	13585	17971	18078	3073	8742	4001	6011	6215
ENSG00000023734.10	7542	7616	13534	9545	14894	13519	16957	1252	2989	1380	2969	2331
ENSG00000023839.10	230	38	38	152	378	794	188	0	38	0	0	0
ENSG00000023892.10	3501	2990	3631	3101	2499	7006	3216	1339	1985	1559	2029	1320
ENSG00000023902.13	1121	1670	1525	2053	2231	1903	2663	139	299	188	183	76
ENSG00000023909.9	36832	9578	1441	8811	7948	33374	2799	1026	2380	1654	1795	1455
ENSG00000024048.10	9443	8665	7139	8800	8531	15619	11824	1836	5502	2303	5405	2298
ENSG00000024422.11	9389	14761	13904	11479	8384	24856	13008	1328	2542	1589	2718	1394
ENSG00000024526.16	5136	3752	2121	6299	5510	19281	10458	1329	1928	1138	1208	380
ENSG00000024862.17	2540	2581	1842	2661	1349	2954	2559	1234	2377	872	1989	2070
ENSG00000025039.14	3784	985	2279	9793	2576	870	2643	3714	10790	5045	8779	5312
ENSG00000025156.12	2731	2715	1473	2578	3135	3556	1720	304	569	684	452	604
ENSG00000025293.16	5905	4301	4289	5674	5799	7019	5732	830	1781	757	1279	948
ENSG00000025423.11	524	643	338	418	413	567	691	0	151	166	26	32
ENSG00000025434.18	1062	1584	2446	1569	2258	470	10654	151	349	114	291	266
ENSG00000025708.13	8080	3468	2801	2426	3058	3908	13949	1101	1458	341	1432	491
ENSG00000025770.18	5324	2578	2718	3731	4767	6629	9831	798	981	1127	1354	897
ENSG00000025772.7	5448	4013	2773	3489	7110	7555	6541	987	1516	742	1241	886
ENSG00000025796.13	5857	7794	6029	8035	6457	12496	9189	1421	2758	1479	2621	1493
ENSG00000025800.13	10112	11864	11694	10362	14127	31413	26918	3215	5442	3108	7047	4365
ENSG00000026025.14	21326	60046	30421	48800	56819	28463	104762	2875	6545	3824	3556	3174
ENSG00000026036.21	604	1177	1026	1428	902	1178	1623	151	415	76	304	152
ENSG00000026103.20	4274	4141	2943	2078	2401	5260	2912	1441	4049	2945	2513	1314
ENSG00000026297.15	5562	3427	4776	1866	2518	3342	9703	1137	2534	494	796	1596
ENSG00000026508.16	112233	148814	62524	108704	140671	268123	151479	24043	60124	27566	41777	21383
ENSG00000026559.13	152	113	223	152	4134	38	663	190	372	451	739	417
ENSG00000026652.13	486	986	1592	1101	1305	1749	1572	342	1178	262	418	189
ENSG00000026751.16	1972	1135	1023	1664	1850	719	3698	820	2951	1313	1380	2457
ENSG00000026950.16	5461	4718	3114	5160	2746	2793	7837	759	1595	755	912	431
ENSG00000027001.9	2221	1799	684	2191	3546	2500	2015	489	1934	1245	1963	945
ENSG00000027075.13	5010	7425	4791	6350	2720	9777	8541	3615	7826	3109	6251	6146
ENSG00000027644.4	0	38	23	0	0	0	0	0	0	0	0	0
ENSG00000027697.13	30288	12007	14106	12663	12234	25011	23646	4302	9681	2538	6751	3702
ENSG00000027847.13	2346	1999	1251	1840	1068	1941	2677	152	831	378	640	493
ENSG00000027869.11	567	487	303	508	1556	217	663	38	114	38	114	0
ENSG00000028116.16	7347	3749	2980	8227	8099	7801	5296	848	2839	1410	2229	2177
ENSG00000028137.17	1923	2770	985	1366	1435	1695	6350	786	532	114	355	258
ENSG00000028203.17	6853	5696	6201	8469	8471	7962	7247	786	2198	1140	1962	2479
ENSG00000028277.21	304	398	106	114	417	114	556	0	76	0	0	6
ENSG00000028310.17	1742	1661	935	3584	2324	2133	2053	492	369	190	441	152
ENSG00000028528.14	5063	7614	3292	6581	7095	9512	8187	2720	5725	2939	5206	4335
ENSG00000028839.9	5363	2581	1967	4740	5075	6218	2915	494	1283	529	1012	721
ENSG00000029153.14	59851	16689	26202	22826	18678	32127	32951	11348	32726	11973	30801	28321
ENSG00000029363.15	11063	12531	9355	14138	18665	18532	13752	1963	5741	3541	5854	3239
ENSG00000029364.11	25754	20472	18721	20982	14519	36427	24551	7911	18197	9275	14804	9699
ENSG00000029534.19	75	21	76	38	149	38	114	0	0	0	0	0
ENSG00000029559.6	38	152	0	0	76	0	173	0	0	0	0	0
ENSG00000029639.10	1478	608	503	5189	2755	2787	2131	0	477	318	493	494
ENSG00000029725.16	4975	4880	4425	9279	4493	9360	5946	531	862	425	1100	492
ENSG00000029993.14	3189	2194	1564	2863	5632	3796	4872	952	368	406	256	263
ENSG00000030066.13	10810	14178	8601	18507	36319	15139	21453	2121	5575	2464	5058	2236
ENSG00000030110.12	2184	3176	2312	2603	2422	3360	4969	608	1318	911	1280	531
ENSG00000030304.13	114	113	0	85	228	39	38	0	0	38	75	0
ENSG00000030419.16	7175	3950	4550	6200	10263	40895	4854	18290	59844	27533	50792	24401
ENSG00000030582.16	26060	31457	36150	20807	20628	51664	59499	38330	73317	54141	57998	56409
ENSG00000031003.10	4290	5020	5180	6220	5828	6634	5502	646	3527	1651	1675	1221
ENSG00000031081.10	1354	4061	1885	2008	3650	2657	4327	380	1311	418	1090	832
ENSG00000031691.6	911	414	791	418	886	1112	406	38	456	106	73	38
ENSG00000031698.12	9398	9222	6960	12751	9410	21349	19108	4391	11852	5485	9786	8112
ENSG00000031823.14	3634	3151	2733	4104	6015	6864	4619	1117	1818	1062	1776	1098
ENSG00000032219.18	2457	2928	2247	2958	1636	2351	3342	901	1573	933	1450	964
ENSG00000032389.12	5665	5455	2305	5010	2506	7408	3298	1320	3220	1628	2825	3088
ENSG00000032444.15	1686	2225	1178	1690	2943	2680	3402	1455	1539	674	1797	893
ENSG00000032742.17	1234	985	380	1503	2657	903	1092	114	493	337	256	172
ENSG00000033011.11	2783	2631	1817	2226	4373	4871	3676	532	1330	687	821	635
ENSG00000033030.13	4519	2240	1898	4584	3853	7392	3558	798	2431	1902	1813	1574
ENSG00000033050.7	3615	5335	3982	8311	6630	7495	11118	673	1665	935	1248	714
ENSG00000033100.15	2816	7405	3820	5337	4870	5573	6742	1368	834	872	948	642
ENSG00000033122.18	76	65	0	263	38	2936	189	38	38	0	38	0
ENSG00000033170.16	3034	3564	1957	3847	2677	2340	4489	152	330	302	304	76
ENSG00000033178.12	33841	30549	31565	37933	18202	86458	28564	8040	41053	8916	21816	13408
ENSG00000033327.12	153	1052	684	1025	703	1947	756	304	565	418	753	1100
ENSG00000033627.15	3956	4568	3694	6242	3776	7842	9209	1593	4081	2422	3498	2909
ENSG00000033800.13	8730	10169	6495	9355	13814	25600	11717	6192	19265	9098	14742	10658
ENSG00000033867.16	9205	12919	5667	14302	12647	9138	8358	1172	3237	2571	2640	796
ENSG00000034053.14	78	1394	408	951	1632	754	1419	0	38	36	73	0
ENSG00000034152.18	1480	2910	1183	2603	1930	3569	5038	1435	4498	1324	4525	3395
ENSG00000034239.10	76	454	228	379	225	76	102	0	37	0	38	35
ENSG00000034510.5	79164	50383	54508	109352	179356	87709	146768	17551	43591	18859	53112	45088
ENSG00000034533.11	3839	2343	4998	2264	2544	5226	2910	722	1084	1099	741	380
ENSG00000034677.12	7140	7966	8680	7579	7122	7309	7856	2268	5687	2189	4631	2669
ENSG00000034693.14	2583	2934	2543	2673	5560	3446	3859	1212	2975	1676	1825	1555
ENSG00000034713.7	10362	8921	4094	9614	7412	10033	9109	3212	13758	4751	11269	14104
ENSG00000034971.15	0	0	76	0	38	152	0	0	0	0	0	0
ENSG00000035115.21	7198	8080	5122	6284	1475	10740	3326	4914	2524	8115	7781	11296
ENSG00000035141.7	4078	4011	2538	9521	4495	7772	7467	820	2498	760	2120	1284
ENSG00000035403.16	33177	26748	33994	42131	37753	56440	25739	3476	12457	6258	11567	8355
ENSG00000035499.12	4372	2102	1518	4095	5772	8587	3733	421	531	532	456	114
ENSG00000035664.11	97	265	346	301	153	228	457	227	756	177	294	209
ENSG00000035681.7	2039	3322	2584	4915	3132	5968	4125	224	1097	544	833	554
ENSG00000035687.9	17393	8897	4016	13018	21492	16620	7902	983	4127	1802	3872	1418
ENSG00000035720.7	228	61	76	76	0	0	152	0	38	0	0	0
ENSG00000035862.12	9452	34782	17049	29145	25129	20009	38997	3025	11228	1116	6942	6991
ENSG00000035928.14	4094	5364	3655	6705	5700	11753	7236	760	1664	1018	1250	855
ENSG00000036054.12	14836	16418	9316	20513	8753	10474	17347	3552	11583	4612	8044	7317
ENSG00000036257.12	9454	9934	8322	9887	11379	21247	11319	4863	15168	7630	12628	9076
ENSG00000036448.9	304	110	76	0	76	453	290	0	189	0	0	38
ENSG00000036473.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530.8	38	38	112	114	0	38	38	0	0	0	0	0
ENSG00000036549.12	9649	9641	8707	9460	9703	23794	11417	1542	4612	2284	3484	1667
ENSG00000036565.14	0	0	0	0	0	0	0	0	38	0	0	0
ENSG00000036672.15	113	567	636	438	150	97	263	228	911	418	523	837
ENSG00000036828.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037042.8	1423	2123	1569	2716	1710	3951	2762	581	1208	546	758	903
ENSG00000037241.7	845	1025	378	1267	894	1559	2031	381	494	266	452	228
ENSG00000037280.15	100	568	303	779	560	568	447	0	38	38	0	0
ENSG00000037474.14	5589	3978	4460	11386	9360	8096	11468	569	1666	684	1364	377
ENSG00000037637.10	2070	3333	1922	2719	2031	2616	5403	1145	2390	834	3332	2575
ENSG00000037749.11	3669	3946	2710	4673	4331	4443	4781	1817	5455	1721	2972	2399
ENSG00000037757.13	2659	5811	3591	4821	7275	9411	2141	1389	2679	2579	1962	2038
ENSG00000037897.16	1696	1097	1467	2322	2288	3054	2227	380	493	456	377	265
ENSG00000037965.5	217	604	493	114	641	0	152	0	38	0	0	38
ENSG00000038002.8	3279	2243	1496	984	2904	3867	1518	1132	5129	1910	3554	3743
ENSG00000038210.12	6828	6557	3455	4249	6703	13693	4187	1708	3281	1859	2424	1696
ENSG00000038219.12	2401	5274	3247	5659	3446	7207	4777	266	1123	418	1661	681
ENSG00000038274.16	2380	3135	2879	3940	2854	2888	5904	380	2385	758	1470	834
ENSG00000038295.7	114	1115	266	871	830	266	323	38	190	182	38	26
ENSG00000038358.14	8641	7225	2822	10871	7974	10888	11757	2322	4056	2444	3527	2578
ENSG00000038382.17	9072	8099	8528	16922	11154	10058	13867	397	558	342	1084	608
ENSG00000038427.15	32924	162855	73178	114330	88610	79696	82786	456	151	228	711	114
ENSG00000038532.14	1371	2273	1824	2151	2053	2976	3381	863	1569	830	1590	717
ENSG00000038945.14	13256	10226	10767	6874	9033	6568	50746	34	266	187	223	38
ENSG00000039068.18	92186	53656	21828	130407	73897	136670	111472	31675	65682	39632	59381	33610
ENSG00000039123.15	9341	6759	5183	11019	8077	19639	12788	3005	8970	4697	5536	3274
ENSG00000039139.9	1861	329	152	38	224	342	362	0	0	0	0	0
ENSG00000039319.16	8454	8448	6549	9790	12609	17009	13128	2047	6575	1863	4122	2493
ENSG00000039523.18	1471	2064	1348	1333	1131	1518	1845	266	491	223	379	396
ENSG00000039537.13	0	0	0	0	38	38	0	0	0	0	0	0
ENSG00000039560.13	22756	11057	7653	22196	16392	10309	10226	646	683	608	1622	2928
ENSG00000039600.10	76	0	0	73	38	38	38	0	0	38	0	38
ENSG00000039650.10	1204	1754	1276	3021	1201	2305	2559	300	1181	471	1042	1137
ENSG00000039987.6	0	76	0	131	108	152	0	0	27	0	0	0
ENSG00000040199.18	4654	3497	1632	2636	2439	3621	3040	264	759	418	228	225
ENSG00000040275.16	2114	1325	1002	2506	2309	4697	4069	606	1285	416	569	297
ENSG00000040341.17	10584	9685	7566	11800	6607	12293	6767	4524	12970	5784	8212	4423
ENSG00000040487.12	900	1355	1327	1054	798	1277	1369	446	530	189	379	341
ENSG00000040531.14	752	1108	982	1601	914	1548	1983	76	227	189	172	76
ENSG00000040608.13	1393	749	939	1500	631	1096	1537	265	228	266	76	188
ENSG00000040633.12	4756	7432	5525	9563	5711	8945	6284	2416	5808	2836	5013	6430
ENSG00000040731.10	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000040933.15	4348	5283	3356	4999	5161	5555	4935	385	1604	911	717	831
ENSG00000041353.9	8639	5198	5385	2880	5882	13706	2496	9955	39481	14338	21854	17032
ENSG00000041357.15	4518	6352	3171	5462	10136	12467	7005	871	2013	872	1401	1054
ENSG00000041515.15	114	35	76	59	380	228	149	0	38	38	38	0
ENSG00000041802.10	4021	5354	5400	4282	15651	6963	11456	304	825	341	870	373
ENSG00000041880.14	266	377	456	152	304	494	930	0	185	38	38	38
ENSG00000041982.15	56931	152961	100920	272382	409409	152364	87617	642	1139	417	1212	189
ENSG00000041988.15	1249	2111	1554	1662	2180	2864	3153	808	985	569	829	569
ENSG00000042062.11	152	523	111	163	377	114	229	0	76	0	0	76
ENSG00000042088.13	3256	2836	1685	2890	2844	4268	4459	494	1702	797	1328	1317
ENSG00000042286.14	1255	281	341	492	720	1934	684	226	1504	684	1568	1615
ENSG00000042304.10	38	0	0	76	0	0	0	0	0	0	0	0
ENSG00000042317.16	1616	454	1624	1542	1576	1020	2129	228	603	227	622	342
ENSG00000042429.10	3783	7060	4462	6833	6224	10703	4156	927	2616	1199	1491	1089
ENSG00000042445.13	2029	3324	6945	7803	9827	8994	5874	3402	11049	5201	7034	4890
ENSG00000042493.15	19681	16602	16962	20417	18021	22802	45585	13055	20540	14261	24288	19714
ENSG00000042753.11	8856	6999	6561	10487	5901	15584	11079	5080	14914	7178	9675	9028
ENSG00000042781.12	38	76	0	38	152	192	0	0	0	0	258	76
ENSG00000042813.7	0	0	0	31	0	0	0	0	0	0	0	0
ENSG00000042832.11	221	190	136	150	720	215	38	36	0	75	0	0
ENSG00000042980.12	761	1315	598	342	617	234	2988	38	570	38	76	38
ENSG00000043039.6	340	76	1068	76	1551	353	1162	4065	9151	8508	10108	7699
ENSG00000043093.13	32886	16058	23006	61614	21674	33654	20477	2942	13244	7051	11372	7177
ENSG00000043143.20	1917	3987	1101	1215	3464	477	6310	38	76	75	165	76
ENSG00000043355.11	385	959	987	4226	2752	5331	304	83	38	36	59	29
ENSG00000043462.11	1705	2634	569	1804	1381	1440	5026	279	455	225	152	227
ENSG00000043514.15	795	1399	1224	1895	1886	1972	2083	266	682	418	696	418
ENSG00000043591.5	125	0	138	76	76	66	57	542	57	201	184	88
ENSG00000044012.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090.8	3027	3001	2696	3911	1446	4695	2654	634	670	569	1051	337
ENSG00000044115.20	6973	8725	8947	13148	13243	13275	32585	3155	9400	3824	13634	8092
ENSG00000044446.11	1208	2674	1551	2398	1750	2547	2004	290	432	414	792	187
ENSG00000044459.14	2596	2314	1562	2322	835	5034	1489	152	304	114	228	67
ENSG00000044524.10	150	608	1252	684	1197	529	1054	76	190	152	190	76
ENSG00000044574.7	9377	10017	10953	19589	23005	18117	22103	1255	2406	1287	8374	4749
ENSG00000046604.12	50628	24818	29814	250996	107286	39694	74127	4372	7937	5521	8094	5299
ENSG00000046647.13	532	712	567	380	601	2527	322	113	623	304	556	476
ENSG00000046651.14	2959	3337	2458	2322	3113	6700	1984	1024	3796	1116	3060	1763
ENSG00000046653.14	380	2000	988	1413	1238	2117	884	340	1062	570	871	646
ENSG00000046774.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000046889.18	266	1516	1111	527	1770	1555	832	74	114	114	190	76
ENSG00000047056.14	1413	2015	1318	1285	1979	4155	2319	788	984	593	755	659
ENSG00000047188.15	9277	9026	3323	8985	14192	12699	9280	2431	8752	2921	7012	4346
ENSG00000047230.14	1681	2365	1522	1921	2032	3881	1288	300	793	493	828	304
ENSG00000047249.16	4887	5158	6851	6173	5529	7248	5655	1746	6919	2191	4752	5057
ENSG00000047315.14	12463	21065	18201	18298	17031	31548	16173	3642	7216	5236	6227	4776
ENSG00000047346.12	2754	6986	2982	3702	2771	9474	3540	6733	38898	5000	23635	12232
ENSG00000047365.11	11623	18063	4123	8863	8050	14464	6666	3461	13498	3726	10557	7311
ENSG00000047410.13	9260	13182	19828	17362	23255	20167	18668	1552	2389	1173	2850	1310
ENSG00000047457.13	3208	276	1313	710	1483	962	2334	0	114	298	225	0
